Year,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
803,746,"1,029.10","1,419.63","1,949.38","2,677.46","3,669.85","4,971.53","6,723.84","9,048.86","11,978.68","15,761.75","19,714.74","23,387.01","26,554.35","29,464.11","30,291.60","32,188.73","32,960.35","33,720.81","35,290.73","36,485.32","37,166.49","35,974.23","34,917.58","32,864.75","31,384.43","30,897.38","29,583.46","30,494.20","30,830.87","30,556.79"
804,746,"1,029.56","1,420.91","1,953.01","2,677.32","3,667.32","4,993.47","6,752.62","9,046.00","12,046.14","15,564.21","19,135.12","22,287.62","24,368.33","26,418.20","28,427.50","30,291.70","30,962.26","30,965.94","30,979.89","30,966.77","31,717.08","32,407.12","32,093.88","31,391.00","31,136.61","30,517.69","31,104.07","31,939.32","33,301.62","34,103.03"
805,746,"1,027.62","1,415.56","1,950.47","2,675.11","3,648.94","4,951.97","6,679.86","8,919.71","11,766.45","15,355.94","18,995.82","23,181.39","27,223.60","30,002.07","32,134.19","34,187.00","34,698.26","36,098.59","37,263.39","36,026.65","36,338.00","35,830.54","35,362.49","36,125.73","34,332.67","32,886.99","32,305.14","31,994.30","31,721.85","31,526.18"
806,746,"1,027.32","1,414.72","1,949.70","2,666.37","3,656.18","4,966.97","6,752.75","9,109.64","12,210.49","16,059.55","20,506.48","24,568.06","28,587.71","30,799.64","34,094.23","35,576.40","36,294.51","37,113.12","35,058.98","34,547.10","33,198.11","33,585.95","32,639.62","32,846.56","31,049.60","30,587.66","29,506.45","29,566.08","29,738.90","29,577.14"
807,746,"1,027.00","1,413.84","1,947.68","2,676.09","3,667.33","4,992.72","6,696.53","8,892.74","11,777.80","14,956.27","18,848.86","22,829.14","26,890.60","29,442.36","32,977.06","34,149.67","35,818.25","35,229.76","34,181.89","32,789.70","31,206.61","30,136.67","30,460.82","30,398.13","30,957.78","30,389.29","30,839.94","30,794.44","30,786.05","32,372.14"
808,746,"1,027.95","1,416.45","1,951.83","2,679.64","3,672.59","4,992.02","6,780.47","9,159.65","12,266.54","16,107.70","20,841.68","25,182.08","29,275.63","32,576.21","34,693.81","34,830.49","36,223.46","34,347.57","33,920.26","32,898.82","32,486.59","32,739.66","32,807.04","32,105.40","30,854.36","30,096.27","30,042.21","29,928.30","29,606.14","28,984.44"
809,746,"1,028.62","1,418.32","1,954.54","2,680.19","3,656.90","4,994.05","6,720.92","9,008.97","12,061.25","15,475.16","19,762.11","23,495.86","26,517.65","29,666.47","30,121.50","32,159.14","31,495.37","32,132.75","31,646.64","31,175.38","30,549.72","30,773.85","31,117.61","32,032.04","33,348.11","33,068.87","34,537.18","33,447.10","32,929.55","32,341.75"
810,746,"1,029.04","1,419.48","1,956.01","2,687.69","3,674.11","5,021.53","6,789.47","9,173.18","12,160.30","15,742.63","19,572.98","22,485.10","26,029.61","28,764.33","31,676.10","34,466.80","35,515.96","36,081.92","36,665.71","35,173.18","35,991.52","34,985.54","35,465.05","36,136.56","36,449.82","35,466.58","34,298.97","32,213.92","31,447.74","29,853.04"
811,746,"1,028.77","1,418.72","1,951.89","2,671.81","3,659.14","4,971.26","6,681.02","8,867.08","11,875.09","14,930.89","18,685.75","22,255.33","24,541.90","28,164.27","30,599.26","33,315.45","34,473.75","34,490.64","33,552.02","32,261.51","32,586.86","31,143.40","32,383.08","30,974.16","32,220.92","31,936.28","32,226.90","32,249.24","32,743.21","33,191.18"
812,746,"1,028.61","1,418.29","1,953.61","2,671.60","3,639.45","4,949.75","6,650.81","8,934.69","11,876.49","15,565.54","19,831.85","23,786.53","28,219.00","30,921.76","32,307.63","33,232.08","32,426.35","32,659.77","31,408.83","32,374.31","31,412.84","31,837.86","31,086.42","31,216.94","31,806.21","33,025.18","32,836.33","33,941.44","33,923.32","33,622.09"
813,746,"1,027.04","1,413.95","1,947.27","2,667.82","3,633.64","4,951.22","6,732.78","9,000.96","12,040.25","15,603.11","19,591.89","23,929.93","27,557.85","30,757.26","34,023.22","35,520.55","37,066.69","38,166.58","39,059.89","38,028.33","37,908.66","36,111.89","34,951.16","34,765.91","34,034.28","33,861.11","32,753.73","32,839.23","32,955.54","33,729.32"
814,746,"1,029.11","1,419.67","1,950.94","2,670.18","3,661.44","4,987.11","6,767.02","9,138.68","12,169.17","16,017.06","20,403.41","24,966.20","29,448.48","31,872.98","34,479.37","34,921.12","35,675.96","36,267.80","35,387.61","33,862.72","31,690.29","29,439.70","28,706.06","27,383.40","28,557.96","29,098.54","30,998.41","32,685.08","34,515.87","34,486.43"
815,746,"1,029.00","1,419.37","1,951.73","2,682.97","3,678.38","4,978.87","6,710.56","9,063.27","12,113.04","15,738.37","20,190.01","23,946.10","27,870.63","30,365.89","33,128.48","33,697.02","33,866.66","34,331.45","34,347.04","33,192.68","33,971.24","33,341.70","32,393.50","33,608.04","32,184.35","33,090.95","31,542.41","32,438.30","32,221.00","33,273.92"
816,746,"1,029.43","1,420.55","1,951.78","2,682.35","3,666.67","4,974.07","6,761.38","9,122.30","12,185.89","16,149.58","20,772.77","25,561.75","29,024.33","32,366.10","33,952.63","35,866.64","37,380.59","37,821.62","38,596.37","36,388.85","36,782.05","35,818.01","36,432.28","36,877.26","36,792.79","36,941.12","36,445.61","35,363.90","34,296.84","33,364.62"
817,746,"1,029.46","1,420.62","1,954.63","2,676.61","3,669.74","5,000.05","6,782.07","9,160.01","12,272.12","16,135.83","20,122.53","24,104.92","27,250.73","28,935.97","31,411.61","32,268.52","33,212.85","33,539.07","33,378.33","33,236.87","32,341.56","33,257.82","32,894.96","32,268.53","32,781.03","32,699.72","32,531.81","33,996.70","33,805.66","35,186.58"
818,746,"1,029.34","1,420.29","1,956.89","2,685.34","3,671.74","4,971.49","6,740.77","8,939.28","11,969.75","15,288.86","19,611.50","23,529.09","27,225.06","28,838.94","31,072.68","31,692.19","33,056.50","34,248.19","35,121.49","36,124.37","35,638.22","35,763.46","34,622.84","34,499.33","32,953.70","33,107.75","31,866.40","30,675.24","30,893.85","30,990.99"
819,746,"1,026.46","1,412.35","1,941.98","2,665.43","3,653.18","4,980.20","6,763.44","9,105.25","12,088.46","15,766.54","19,344.44","23,408.14","26,665.73","30,351.70","31,998.94","33,819.28","33,361.68","33,799.05","32,788.38","33,563.88","33,885.80","34,889.41","35,912.44","36,215.45","36,402.80","36,170.91","35,742.93","35,141.98","35,366.19","34,856.64"
820,746,"1,029.47","1,420.66","1,953.42","2,685.58","3,667.40","4,994.03","6,760.43","9,102.37","12,078.19","16,011.85","19,742.34","24,348.38","26,715.52","29,415.01","30,231.07","30,289.66","29,551.15","30,145.90","30,027.14","31,744.84","31,843.41","33,627.64","33,114.07","33,994.36","33,104.29","32,035.60","31,904.34","31,753.96","32,949.86","33,135.71"
821,746,"1,028.84","1,418.92","1,952.25","2,679.84","3,673.64","4,987.83","6,771.91","8,979.73","11,766.75","14,843.52","18,142.59","21,810.85","25,251.90","28,591.93","30,639.73","31,465.46","32,881.59","33,428.23","32,947.14","33,446.96","32,590.74","33,126.08","32,653.73","33,925.18","33,355.60","33,342.13","32,856.84","31,286.66","29,793.20","29,262.98"
822,746,"1,026.34","1,412.03","1,945.96","2,662.87","3,648.83","4,983.09","6,736.06","9,008.78","12,005.00","15,630.38","19,845.87","23,875.65","27,771.97","29,871.05","32,435.55","32,309.08","33,899.90","34,088.63","34,250.39","33,222.89","33,113.31","31,056.09","30,064.71","30,275.16","29,880.58","30,867.98","31,216.21","31,566.80","32,672.19","31,671.68"
823,746,"1,028.83","1,418.89","1,951.69","2,682.36","3,666.90","5,000.03","6,793.35","9,081.01","12,157.44","15,792.34","20,056.40","23,731.64","26,630.35","28,185.65","30,441.24","31,450.57","33,552.82","35,231.45","36,664.77","37,356.21","38,510.19","38,769.19","37,234.21","35,771.46","33,742.47","33,061.53","31,744.47","32,849.27","32,976.31","33,860.24"
824,746,"1,029.07","1,419.55","1,955.78","2,674.82","3,661.67","5,002.52","6,710.20","8,911.14","11,835.67","15,197.99","19,051.20","23,450.82","26,159.98","28,560.79","29,197.33","28,926.36","29,774.36","29,695.10","29,967.37","31,265.96","30,157.99","30,618.59","30,896.32","30,460.94","30,435.36","30,635.41","31,103.63","31,846.22","33,106.07","34,258.61"
825,746,"1,028.02","1,416.65","1,951.63","2,682.83","3,679.67","4,994.29","6,786.51","9,120.04","12,125.24","15,910.60","20,038.42","23,409.43","27,430.43","29,840.41","32,954.81","33,505.01","34,940.09","34,725.92","35,335.35","34,052.53","34,532.51","33,703.09","32,971.74","32,997.86","32,192.87","31,575.04","30,993.30","30,664.20","30,641.71","31,558.14"
826,746,"1,028.88","1,419.02","1,955.37","2,684.13","3,675.57","5,006.75","6,760.48","9,059.98","11,982.58","15,772.53","19,271.26","23,335.66","26,679.95","29,614.51","32,238.70","34,154.73","33,967.58","34,847.09","34,072.93","32,881.15","31,603.51","30,295.03","29,007.64","29,103.50","29,677.39","29,615.68","31,335.37","32,246.25","32,716.03","34,165.78"
827,746,"1,027.85","1,416.17","1,949.23","2,675.28","3,660.05","4,982.92","6,743.50","9,075.50","12,113.75","15,997.63","20,149.34","24,568.53","27,169.94","29,497.84","30,685.07","30,306.92","30,965.29","31,435.44","30,692.48","31,949.56","32,391.41","33,699.62","34,535.01","34,985.05","35,110.17","34,732.98","35,424.24","34,812.85","33,744.85","32,868.70"
828,746,"1,029.35","1,420.34","1,951.90","2,683.52","3,676.17","4,972.36","6,728.15","9,047.39","12,127.35","15,926.95","19,949.21","23,333.06","26,215.55","28,227.22","30,696.39","32,126.59","32,036.35","32,907.92","32,857.78","33,508.57","32,909.20","33,749.57","32,951.15","33,566.14","34,035.07","33,000.10","34,076.58","32,506.97","33,470.06","33,033.49"
829,746,"1,029.54","1,420.84","1,949.84","2,669.98","3,655.42","4,993.54","6,778.78","9,150.80","12,172.39","15,656.80","19,878.68","23,339.21","26,718.49","30,228.21","31,658.39","32,708.82","33,768.87","33,897.75","33,910.20","34,810.66","33,495.41","33,230.09","31,847.98","32,016.34","30,769.69","31,733.19","30,557.70","31,739.79","31,318.62","32,489.31"
830,746,"1,026.80","1,413.31","1,947.14","2,677.43","3,668.62","5,005.33","6,795.41","9,151.67","12,211.31","15,933.10","20,167.77","23,565.80","27,029.85","28,549.77","29,795.59","31,013.73","32,210.83","32,330.10","33,892.18","32,796.29","32,343.51","32,147.32","31,407.81","31,850.37","31,716.93","32,894.99","33,891.71","34,392.32","36,044.62","36,188.24"
831,746,"1,028.62","1,418.30","1,947.31","2,674.92","3,666.17","5,001.91","6,777.62","9,124.51","12,029.36","15,576.93","19,523.68","23,063.94","26,811.05","30,007.67","31,464.90","31,922.25","31,282.01","31,544.29","31,210.59","32,442.52","32,071.86","32,194.60","31,562.09","31,850.63","31,344.14","32,486.43","32,522.54","32,755.66","33,241.15","32,717.30"
832,746,"1,028.52","1,418.03","1,952.16","2,681.29","3,672.55","4,999.07","6,758.54","9,118.15","11,943.55","15,550.70","18,873.06","22,685.71","26,421.12","29,224.67","31,664.67","32,735.49","32,739.56","33,615.67","33,253.37","32,341.80","31,502.96","30,922.26","30,332.34","30,380.73","31,296.58","31,653.96","32,786.15","33,332.31","33,256.29","33,359.53"
833,746,"1,027.99","1,416.57","1,948.35","2,677.60","3,649.42","4,972.46","6,704.81","9,048.33","11,958.49","15,753.26","19,700.33","24,081.05","28,508.36","32,560.48","34,951.86","36,027.13","36,900.90","35,412.17","36,011.15","35,256.85","35,418.11","35,976.72","36,394.77","35,197.04","35,592.64","33,979.98","33,781.39","33,495.81","33,075.89","33,064.79"
834,746,"1,029.52","1,420.79","1,953.30","2,678.75","3,662.14","4,983.04","6,755.41","9,041.76","11,931.57","15,584.66","19,488.31","23,903.76","28,291.71","31,750.64","33,601.71","34,965.18","33,494.03","34,395.67","34,235.20","34,278.46","33,623.78","33,345.45","31,969.91","32,280.71","32,910.55","33,632.62","34,740.61","35,891.61","35,188.94","34,059.68"
835,746,"1,028.16","1,417.03","1,947.49","2,676.34","3,671.13","5,010.37","6,723.95","8,926.70","11,917.90","14,953.74","19,359.50","22,324.38","26,381.86","28,105.25","29,421.20","30,575.97","31,375.69","32,665.86","32,953.04","33,642.34","32,072.40","32,681.98","31,913.54","31,598.48","30,478.70","30,892.54","29,635.04","30,768.33","31,158.38","32,635.75"
836,746,"1,029.05","1,419.48","1,955.46","2,684.83","3,655.21","4,978.03","6,744.31","9,114.80","12,047.22","15,935.92","19,491.23","24,126.45","26,885.47","30,410.80","30,886.55","32,075.70","31,001.93","31,650.23","32,097.68","32,666.96","32,949.58","33,012.35","31,676.14","30,831.05","31,054.33","31,387.40","32,984.00","33,496.87","34,691.74","34,224.31"
837,746,"1,028.61","1,418.28","1,950.17","2,679.20","3,666.09","4,996.23","6,710.09","9,038.48","11,896.05","15,736.59","19,227.62","22,823.95","25,860.21","28,400.67","29,878.65","32,073.77","32,853.18","32,877.12","32,845.18","32,530.22","32,663.82","33,436.08","34,134.03","33,514.39","33,617.55","33,605.45","34,109.59","35,329.77","35,248.45","35,917.20"
838,746,"1,027.32","1,414.72","1,946.02","2,672.84","3,661.39","5,001.53","6,708.58","8,979.70","11,926.71","15,538.23","19,224.50","23,412.91","26,383.74","29,269.88","31,147.49","32,862.22","34,123.77","35,537.89","36,567.49","37,120.58","37,709.20","37,614.78","36,573.98","36,684.46","35,758.22","36,341.24","36,407.36","36,300.78","36,521.40","36,486.68"
839,746,"1,028.13","1,416.95","1,952.24","2,684.34","3,673.10","5,011.42","6,769.84","9,056.26","12,042.39","15,373.99","18,934.12","22,444.77","24,870.90","27,620.33","28,539.60","30,260.74","30,905.49","32,770.08","32,677.16","32,638.21","32,940.64","32,657.39","33,723.88","34,375.37","33,731.66","33,907.16","33,952.37","34,581.32","34,262.27","34,836.79"
840,746,"1,029.32","1,420.24","1,952.70","2,678.25","3,657.88","4,998.74","6,796.53","9,155.11","12,162.50","15,975.45","19,914.69","23,346.77","27,126.64","29,335.15","32,728.74","35,184.85","36,347.92","36,179.46","35,786.89","35,404.98","34,610.25","33,569.40","32,432.84","32,078.76","31,462.40","31,827.09","32,677.35","33,439.59","34,309.49","33,786.65"
841,746,"1,028.45","1,417.83","1,953.79","2,685.46","3,673.82","5,013.88","6,811.50","9,189.80","12,138.05","15,615.02","19,495.56","23,118.25","27,315.13","31,337.09","32,891.95","34,679.48","33,753.14","34,442.94","33,998.66","34,161.06","34,435.80","33,621.16","33,834.13","33,916.99","34,184.00","35,034.38","33,875.63","33,363.31","32,257.96","31,103.79"
842,746,"1,029.12","1,419.70","1,954.17","2,681.61","3,667.22","5,003.15","6,756.84","9,068.21","12,095.71","15,853.82","20,329.78","23,826.43","27,292.38","29,619.84","30,584.21","32,888.81","33,396.61","35,021.79","34,018.46","33,918.86","31,898.25","31,348.91","31,496.64","32,014.76","33,147.07","34,395.64","34,815.10","36,060.68","34,784.83","35,893.07"
843,746,"1,028.64","1,418.36","1,950.12","2,676.83","3,652.04","4,963.20","6,656.84","8,936.78","11,877.35","15,558.49","19,677.66","24,127.77","27,972.23","32,261.96","35,530.62","38,129.73","38,430.55","39,238.16","36,996.74","35,379.62","34,065.01","32,509.29","31,378.28","31,371.98","31,591.86","32,416.95","32,409.29","33,654.29","32,026.89","33,154.83"
844,746,"1,026.99","1,413.82","1,948.33","2,679.46","3,670.90","5,001.13","6,801.31","9,145.34","12,122.34","15,842.73","19,906.81","24,004.00","28,255.46","31,915.43","35,355.77","37,568.16","38,587.15","39,660.85","39,116.65","39,327.40","38,419.18","36,824.69","36,320.06","35,806.94","36,440.37","35,019.51","35,656.89","34,454.29","34,527.17","34,618.57"
845,746,"1,028.44","1,417.80","1,950.73","2,677.79","3,667.53","4,994.72","6,787.53","9,165.25","12,128.87","15,894.17","19,491.01","23,011.08","25,652.03","28,478.17","29,201.27","31,549.07","32,589.81","33,645.07","35,666.10","36,528.86","35,977.20","36,881.74","34,577.03","34,438.33","32,028.01","32,477.57","32,389.20","31,944.57","32,084.82","31,773.73"
846,746,"1,029.18","1,419.84","1,951.78","2,673.12","3,658.68","4,980.73","6,710.35","8,968.91","11,874.45","15,127.04","19,025.50","22,012.68","25,277.53","28,294.40","30,782.09","32,574.28","33,817.90","34,235.84","34,102.75","34,060.11","34,033.84","32,812.44","31,986.50","30,397.11","29,424.16","28,381.32","27,884.43","28,431.82","28,823.85","29,732.34"
847,746,"1,028.45","1,417.85","1,952.50","2,682.40","3,671.94","5,000.73","6,753.58","9,105.10","12,196.52","16,071.77","20,372.44","24,152.88","27,602.06","28,850.03","31,514.32","32,326.96","34,225.77","33,981.50","34,939.74","34,396.50","35,256.44","36,135.45","36,727.11","37,731.47","37,710.53","36,778.37","36,654.78","35,966.23","34,319.70","34,943.38"
848,746,"1,026.46","1,412.37","1,943.23","2,670.29","3,657.69","4,946.41","6,714.61","9,050.34","11,895.76","15,633.28","19,459.54","22,771.41","27,000.03","29,041.99","31,916.55","34,192.97","34,531.31","36,124.90","35,521.10","36,451.35","36,256.70","36,029.94","35,713.56","35,602.98","34,930.76","35,284.24","35,120.89","35,859.70","36,211.44","35,689.61"
849,746,"1,028.87","1,418.99","1,952.31","2,676.16","3,662.87","5,004.53","6,768.21","9,068.97","12,086.32","15,877.83","19,570.52","24,221.11","27,127.31","30,694.72","32,820.42","35,233.17","35,247.61","35,924.66","35,385.68","33,632.51","33,269.39","32,514.31","31,887.42","31,959.69","31,731.06","30,983.25","30,911.03","30,029.76","29,974.13","30,768.54"
850,746,"1,028.90","1,419.08","1,949.12","2,665.39","3,649.78","4,970.34","6,730.04","9,057.30","11,882.66","15,500.36","19,081.83","22,270.91","25,363.51","28,083.86","30,234.45","32,897.24","34,654.66","35,474.07","36,699.18","36,603.10","37,755.27","37,152.45","35,735.79","34,660.45","33,033.37","31,295.67","31,480.95","31,203.11","32,402.05","33,637.05"
851,746,"1,026.50","1,412.48","1,945.91","2,672.50","3,661.69","5,001.11","6,791.39","9,096.19","12,093.44","15,834.68","20,085.04","24,848.57","29,516.69","33,622.36","35,148.16","36,806.51","36,877.93","36,302.50","35,792.63","34,299.57","34,082.62","32,226.18","33,292.90","32,939.35","32,797.71","32,501.34","31,007.09","29,353.42","29,365.78","29,664.70"
852,746,"1,028.67","1,418.44","1,951.05","2,669.24","3,657.77","4,983.37","6,691.48","8,965.97","11,958.67","15,567.02","19,470.98","23,528.60","27,078.74","30,452.66","33,662.67","34,379.33","36,046.53","33,985.03","34,693.24","33,727.12","32,849.93","32,107.38","30,674.52","29,933.93","28,967.52","29,912.10","30,083.03","31,072.79","32,348.35","32,700.85"
853,746,"1,029.14","1,419.74","1,956.36","2,690.73","3,681.36","5,031.03","6,790.86","9,126.25","12,196.00","15,775.13","20,023.41","23,970.10","27,352.86","30,401.07","31,777.10","32,448.01","33,257.94","32,784.84","33,567.08","33,264.67","32,734.61","32,967.41","31,947.74","32,023.27","32,098.05","32,445.87","33,461.62","34,531.42","34,038.89","34,265.11"
854,746,"1,029.47","1,420.65","1,952.50","2,683.44","3,666.18","5,008.28","6,762.26","9,048.18","11,938.56","15,486.61","19,098.08","22,366.22","25,638.51","28,328.00","30,656.97","32,579.62","34,339.01","35,574.96","35,161.75","35,764.26","35,311.33","34,843.68","35,831.30","34,034.53","33,117.25","32,616.81","31,487.69","31,898.80","31,692.72","31,797.62"
855,746,"1,029.01","1,419.39","1,947.92","2,677.50","3,653.78","4,971.34","6,750.57","9,101.12","12,080.12","15,886.33","19,925.20","23,751.82","26,517.15","28,956.21","29,613.50","30,979.05","31,646.82","32,837.01","34,194.32","34,080.26","34,233.44","34,263.92","33,696.32","33,710.70","34,160.66","34,590.92","35,452.65","35,015.60","34,546.44","32,391.02"
856,746,"1,028.63","1,418.35","1,953.96","2,687.04","3,669.66","5,010.61","6,802.55","9,124.11","12,192.05","15,820.92","19,777.95","23,642.95","26,256.38","29,472.41","30,219.20","31,864.56","30,893.40","31,735.72","32,222.49","33,526.80","34,301.04","34,962.66","34,646.80","34,689.76","35,054.51","33,764.98","32,721.01","31,336.45","30,533.09","30,878.98"
857,746,"1,027.11","1,414.15","1,947.84","2,678.16","3,670.06","5,000.70","6,766.65","9,029.47","11,993.32","15,606.02","19,146.40","23,253.58","26,341.93","28,390.86","30,997.71","32,818.78","34,346.22","35,903.34","35,117.18","34,922.15","34,383.37","33,037.11","33,903.53","33,742.68","34,550.14","35,824.64","35,807.52","36,668.80","35,163.17","35,066.47"
858,746,"1,028.22","1,417.22","1,951.90","2,680.93","3,653.95","4,979.41","6,721.97","9,013.52","11,985.56","15,798.13","19,955.39","24,419.34","28,158.87","30,139.19","31,070.11","31,263.13","30,097.05","30,149.22","29,911.34","30,479.43","30,821.81","32,008.44","32,743.91","33,454.17","35,036.87","34,746.35","35,891.82","36,322.71","36,748.03","37,580.23"
859,746,"1,029.52","1,420.80","1,951.96","2,684.51","3,671.46","5,011.06","6,750.47","9,007.05","11,921.10","15,476.99","18,945.52","23,531.94","26,923.29","30,752.46","33,466.77","34,374.55","34,041.59","34,023.68","34,080.01","34,474.29","35,582.01","35,187.47","34,346.01","34,089.24","31,766.66","31,748.16","30,681.73","31,279.72","32,149.30","33,549.27"
860,746,"1,028.21","1,417.19","1,951.39","2,679.14","3,663.05","4,967.01","6,750.44","9,025.12","11,929.05","15,370.89","18,768.62","22,472.79","25,839.37","29,380.13","32,152.29","34,190.81","34,313.11","33,838.51","33,792.11","34,093.54","34,675.15","35,928.51","36,513.61","35,422.64","34,204.86","32,874.58","32,411.31","32,597.00","33,228.54","33,002.80"
861,746,"1,029.12","1,419.68","1,951.31","2,681.89","3,652.40","4,977.60","6,706.76","9,059.05","11,995.05","15,456.19","18,978.40","22,204.78","25,007.39","27,117.11","29,741.08","31,551.66","34,148.58","36,532.37","37,777.82","38,831.19","39,228.54","38,319.74","38,829.92","37,901.56","37,413.93","36,586.50","34,719.10","33,520.43","32,796.98","32,599.31"
862,746,"1,029.56","1,420.89","1,951.55","2,681.62","3,671.55","4,986.99","6,715.79","8,962.79","11,950.83","15,328.62","19,271.07","22,601.88","26,177.62","28,722.94","31,719.12","33,314.63","34,344.55","34,972.42","35,064.76","36,115.00","34,613.38","35,030.82","34,096.37","33,653.44","34,129.81","33,707.29","32,562.58","33,133.18","31,977.21","32,516.89"
863,746,"1,029.01","1,419.39","1,948.88","2,671.01","3,663.95","4,988.44","6,734.85","8,930.81","11,874.21","15,246.38","19,288.45","23,944.20","27,936.82","30,466.24","32,642.08","31,910.37","31,938.67","31,933.00","32,536.16","33,121.53","33,937.94","34,503.39","34,477.23","35,262.59","34,208.49","35,086.68","34,514.53","34,796.34","33,664.23","34,168.49"
864,746,"1,026.98","1,413.78","1,946.05","2,663.91","3,653.18","4,976.70","6,702.41","9,036.55","11,876.21","15,334.44","18,604.77","21,729.69","23,976.92","26,285.11","27,566.31","29,179.31","30,481.82","32,259.99","32,979.09","33,156.95","32,153.03","31,528.21","31,632.84","32,534.80","33,789.02","35,131.64","34,240.46","33,914.99","32,046.64","31,927.04"
865,746,"1,028.63","1,418.35","1,950.91","2,668.79","3,636.07","4,956.18","6,736.07","8,947.09","11,973.32","15,305.89","19,334.34","22,943.14","26,369.69","28,506.35","31,482.90","33,691.87","34,840.87","35,792.34","35,754.06","35,364.42","35,842.65","35,494.73","35,935.58","35,006.63","34,055.00","33,385.16","32,511.44","32,328.25","32,097.54","32,809.31"
866,746,"1,029.52","1,420.79","1,952.94","2,680.70","3,670.43","5,012.94","6,817.56","9,069.92","12,041.11","15,266.06","18,933.66","22,592.86","25,299.92","27,331.94","29,107.47","30,161.37","31,680.62","32,655.58","32,681.42","32,645.29","31,986.67","32,167.58","32,423.80","33,560.29","34,514.64","34,970.61","34,433.49","33,608.36","33,646.44","32,499.71"
867,746,"1,028.80","1,418.81","1,953.95","2,686.88","3,678.00","4,990.37","6,760.68","9,020.11","12,062.53","15,330.25","19,163.94","22,894.32","25,696.54","28,694.55","30,839.10","31,926.90","33,327.08","34,568.92","35,410.01","35,243.57","34,340.19","33,242.62","31,471.35","30,567.57","30,158.49","30,274.51","30,467.63","31,426.81","31,020.95","31,162.44"
868,746,"1,027.18","1,414.33","1,943.16","2,668.05","3,638.51","4,966.61","6,674.55","8,914.11","11,919.28","15,521.31","19,637.14","23,685.66","27,446.02","30,111.60","32,923.10","33,808.00","35,548.55","34,978.71","35,309.73","33,970.27","34,272.63","32,407.67","31,811.06","31,687.67","31,300.79","31,456.14","30,712.55","30,651.36","29,387.39","30,559.52"
869,746,"1,029.15","1,419.76","1,949.76","2,679.05","3,655.27","4,982.65","6,715.10","9,076.00","11,898.52","15,736.64","19,405.17","23,062.69","26,905.27","29,409.88","32,282.74","34,091.50","36,004.59","36,815.39","35,593.37","36,544.20","35,961.03","36,173.90","36,659.47","36,167.66","35,801.51","34,807.93","34,628.51","34,159.46","33,077.81","33,939.81"
870,746,"1,029.55","1,420.87","1,956.57","2,690.40","3,661.24","4,957.48","6,719.39","9,033.82","12,057.38","15,864.39","20,180.39","24,278.24","28,423.37","30,254.61","32,836.01","32,929.26","32,692.98","32,082.32","31,060.70","31,341.32","30,693.33","32,066.65","31,706.57","31,920.89","32,495.36","32,899.66","33,857.39","33,297.59","33,645.19","31,920.22"
871,746,"1,029.11","1,419.66","1,954.68","2,685.83","3,678.85","4,995.02","6,705.79","8,974.40","11,933.31","15,417.96","19,563.45","23,742.86","27,908.38","31,733.94","34,827.16","35,453.47","36,616.13","35,822.04","35,009.87","34,262.83","34,242.06","34,049.40","34,064.57","34,494.66","34,305.48","35,057.80","34,719.15","35,270.21","34,621.13","34,963.99"
872,746,"1,028.39","1,417.66","1,950.25","2,677.05","3,655.07","4,981.99","6,774.10","9,155.71","12,165.29","15,996.98","20,249.79","24,373.31","27,507.34","29,431.37","30,132.39","29,818.15","30,837.28","31,469.54","33,256.04","35,009.53","35,853.35","37,308.21","36,900.98","37,796.77","36,174.14","36,232.82","34,144.72","33,013.20","31,287.91","29,600.88"
873,746,"1,028.58","1,418.20","1,953.99","2,685.06","3,677.14","5,024.60","6,805.37","9,158.02","12,225.73","16,146.25","20,416.90","24,240.77","27,385.90","30,161.95","32,298.40","33,900.40","35,579.07","34,856.09","35,627.22","34,223.15","33,536.31","33,417.63","32,613.31","33,687.63","34,459.19","34,377.31","35,539.45","34,181.27","33,132.76","32,860.11"
874,746,"1,027.46","1,415.10","1,950.07","2,680.39","3,662.28","4,966.18","6,755.03","9,022.11","11,925.66","15,463.49","19,078.87","23,338.13","25,855.11","28,428.70","28,955.83","30,564.68","31,002.88","31,453.20","31,264.58","30,187.07","28,829.68","29,316.99","28,778.29","29,421.62","30,652.91","31,349.07","33,125.56","34,233.53","33,497.49","33,334.70"
875,746,"1,029.41","1,420.49","1,957.22","2,686.70","3,672.35","4,995.95","6,711.67","9,065.69","12,106.62","15,714.14","20,014.83","23,883.07","28,051.55","32,045.78","35,467.93","37,362.49","39,137.04","39,349.82","38,739.61","37,474.40","35,877.48","35,305.58","34,203.15","32,974.60","32,629.71","30,415.09","29,410.08","28,363.68","28,599.61","28,767.26"
876,746,"1,029.04","1,419.47","1,950.73","2,682.53","3,677.19","4,975.12","6,718.44","8,983.87","11,994.02","15,586.58","19,957.59","24,424.21","28,546.72","32,365.91","34,707.56","36,352.44","37,462.86","37,923.97","38,501.75","39,132.76","39,288.96","37,307.55","35,064.98","32,497.20","30,701.27","29,941.54","29,235.87","30,167.46","30,876.28","32,570.12"
